,MAL_TBP.U30.30HFE10AA001XQ01.out,MAL_TBP.U30.30HFE50AA001XQ01.out,MAL_TBP.U30.30CJA10DT109.out,MAL_TBP.U30.30HHY11CR002XQ01.out
489,69.59375,69.28125,28.461267471313477,0.0
490,69.15625,69.28125,28.87955093383789,0.0
491,69.15625,68.90625,28.698076248168945,0.0
492,68.875,68.90625,28.359603881835938,0.0
493,69.15625,69.0,28.762332916259766,0.0
494,69.03125,69.0,28.997934341430664,0.0
495,68.875,68.84375,29.01626968383789,0.0
496,69.0625,68.84375,28.97503662109375,0.0
497,68.875,68.78125,29.252696990966797,0.0
498,68.78125,68.78125,28.77212142944336,0.0
499,68.78125,68.65625,28.77212142944336,0.0
500,69.0,68.75,29.020715713500977,0.0
501,69.0,68.75,28.9755859375,0.0
502,69.09375,68.8125,29.03593635559082,0.0
503,69.09375,68.8125,29.154747009277344,0.0
504,68.9375,68.90625,28.955690383911133,0.0
505,68.9375,68.90625,29.093324661254883,0.0
506,68.78125,69.09375,29.181629180908203,0.0
507,68.84375,68.9375,28.916034698486328,0.0
508,68.84375,68.9375,28.6185245513916,0.0
509,69.125,68.75,28.6185245513916,0.0
510,69.125,68.75,29.184457778930664,0.0
511,69.3125,69.21875,28.55356788635254,0.0
512,69.3125,69.21875,28.62059783935547,0.0
513,69.09375,69.03125,28.753952026367188,0.0
514,69.0,69.03125,28.11022186279297,0.0
515,69.0625,68.875,28.49100112915039,0.0
516,69.34375,68.875,28.31421661376953,0.0
517,69.15625,68.75,28.9344425201416,0.0
518,69.375,68.75,28.416099548339844,0.0
519,69.3125,69.09375,28.437286376953125,0.0
520,69.375,69.09375,28.455608367919922,0.0
521,69.625,69.03125,28.455608367919922,0.0
522,69.125,69.03125,28.129867553710938,0.0
523,69.125,68.90625,28.696151733398438,0.0
524,69.0625,69.03125,28.21335220336914,0.0
525,69.0625,69.03125,28.201229095458984,0.0
526,69.375,69.1875,28.2132511138916,0.0
527,69.28125,69.1875,28.347740173339844,0.0
528,69.28125,69.1875,28.702722549438477,0.0
529,69.28125,68.6875,28.648691177368164,0.0
530,69.28125,68.6875,28.933626174926758,0.0
531,69.25,68.96875,28.933626174926758,0.0
532,69.25,68.96875,28.68840789794922,0.0
533,69.03125,68.84375,28.727540969848633,0.0
534,69.03125,68.84375,28.612159729003906,0.0
535,69.34375,69.0625,29.072895050048828,0.0
536,69.34375,69.0625,28.705638885498047,0.0
537,69.5625,69.25,28.95500373840332,0.0
538,69.125,69.25,28.67504119873047,0.0
539,69.34375,69.09375,28.94894027709961,0.0
540,69.46875,69.09375,28.575233459472656,0.0
541,69.375,69.1875,29.068424224853516,0.0
542,69.46875,69.1875,28.43204116821289,0.0
543,69.1875,69.1875,28.43204116821289,0.0
544,68.96875,69.1875,28.73124122619629,0.0
545,68.96875,68.9375,28.52515411376953,0.0
546,69.25,69.0,28.643760681152344,0.0
547,69.25,69.0,28.740867614746094,0.0
548,69.09375,68.875,28.70757484436035,0.0
549,69.09375,68.875,29.035478591918945,0.0
550,68.9375,68.5625,28.378246307373047,0.0
551,68.9375,68.5625,28.62461280822754,0.0
552,68.8125,68.75,28.95829200744629,0.0
553,68.8125,68.75,28.47738265991211,0.0
554,68.71875,68.84375,28.699562072753906,0.0
555,68.71875,68.84375,28.699562072753906,0.0
556,68.78125,68.5625,28.351205825805664,0.0
557,68.78125,68.5625,28.056865692138672,0.0
558,69.09375,68.90625,28.73308753967285,0.0
559,69.09375,68.90625,28.510805130004883,0.0
560,68.90625,68.78125,28.430328369140625,0.0
561,68.90625,68.78125,27.895355224609375,0.0
562,68.71875,68.71875,28.424419403076172,0.0
563,68.71875,68.71875,28.356386184692383,0.0
564,69.03125,68.875,28.117111206054688,0.0
